"任务id（唯一，顺次递增）(1000——2000,引子,2000——3000,第一章）（20000——25000，环任务,25001-30000，任务）"	"任务名称色彩"	"任务名称(日志，追踪面板显示)"	"接受等级（显示为可接任务的条件，接受任务的条件）"	"接受等级上限（超过此等级无法再接取此任务）"	"前置任务id(可填多个,任意一个前置任务完成,则当前任务可接)"	"所显示的章节（0=引子,1=第一章,依此类推）"	"职业限制(1=丐帮可接;2=少林可接;4=全真可接;0或7=所有职业可接)"	"是否节点任务（最大节点任务=0，节点任务1，新增其他后续递增）这列也可以不用填了，程序能分析出来"	"子任务列表（子任务数组，用逗号隔开）"	"任务分类（主线任务1，支线任务2，帮派任务3，环任务4，7日任务5）"	"任务类型（1杀怪,2对话,3收集物品,4功能类【经脉、装备、坐骑、英雄、主角级别、挑战本、法阵、生存挑战】,5通关指定副本,6,扫荡指定副本7,随机环数任务，8,跟随任务：NPC跟随玩家,9,跟随任务:玩家跟随NPC，10，新脚本控制）"	"功能类型（0,对话1,玩家达到指定等级2,玩家达到指定经脉等级3,玩家英雄卡牌激活数量4,坐骑升级5,道具升级6,坐骑突破7,挑战本最大层级8,玩家英雄卡牌升级到达等级9,加入帮派10,完成环任务的次数11,升级任意技能12,坐骑战斗力13,背旗战斗力14,宠物战斗力15,角色战斗力16,帮派贡献17,侍从数量18,侍从总的战斗力19，法阵升级20，生存挑战本21,怪物图鉴；只能填1级）"	"检测次数类型（0=计数检测，1=数值检测）"	"任务放弃标识（是否可放弃）"	"是否是日常任务0不是1是"	"手动提交"	"每日可做次数"	"日常任务类型（0=默认，1=挂机迷城）"	"接受任务NPCid（索引CreatureType）"	"接受任务以后"	"接受NPC名称（可接任务中显示用）"	"完成任务NPCid"	"完成任务以后"	"完成NPC名称（可接任务中显示用）"	"接受任务剧情（索引剧情表PlotConfig）"	"接受任务对白（索引对白表DialogSequenceConfig）"	"任务中对白（索引对白表）"	"完成任务剧情（索引剧情表PlotConfig）"	"完成任务对白（索引对白表DialogSequenceConfig）"	"任务接受屏幕消息（索引字典）"	"任务完成可交状态若提示字符串"	"任务描述（索引字典）"	"任务指引（在日志的可接任务中显示，索引字典）"	"完成条件（在日志的已接任务中显示，索引字典）"	"可接寻路Id(如果策划不用的话，不用配了，之前是用在任务标题支持寻路上，程序代码里算了，以前的思路是程序不对表的任何逻辑做分析，所以都用配置的方式，该吐槽！)"	"可接追踪简述（在追踪界面的可接任务中显示，索引字典）"	"已接追踪简述（在追踪界面的已接任务中显示，索引字典）"	"可完成追踪简述（在追踪界面的可完成任务中显示，索引字典）"	"对话NPCid（对话类任务，找谁对话）"	"怪物关卡id（杀怪类任务，怪物所在关卡）"	"功能参数组（物品收集，杀怪）"	"参数组数量(物品，怪物数量）"	"功能次数(刷星、次数、经脉、升星、坐骑升级、英雄数量、主角等级）"	"功能参数1(通关副本星级：1星-0，2星-2，3星-4)"	"完成任务扣除收集物"	"接受任务附加掉落的怪(索引到CreatureType表)"	"接收任务附加掉落Id(索引到DropCommon表)"	"采集任务可采物id(索引到CreatureType表)"	"接受任务时候关卡界面ID（-1不弹推荐关卡，其他则显示关卡界面）"	"推荐关卡ID（关卡界面中，推荐箭头指向的关卡）"	"功能脚本（类似强化等特殊功能类任务，挂载的功能脚本）"	"奖励技能点（术力）"	"奖励金币"	"奖励银币"	"奖励经验"	"奖励声望"	"奖励物品1id"	"奖励物品1数量"	"奖励物品2id"	"奖励物品2数量"	"奖励物品3id"	"奖励物品3数量"	"功能开放-接任务(程序用，不填)"	"功能开放-完成任务（未交)(程序用，不填)"	"功能开放-完成任务（已交)(程序用，不填)"	"副本开放-接任务时"	"副本开放-完成任务时"	"完成任务触发脚本"	"提交任务触发脚本"	"任务名(utf8)不填程序用"	"是否循环任务"	"新手任务"	"新手指引扫荡指定副本（不相关新手指引的不用填）"	"一键完成任务金币数"	"跟随任务npc场景ID"	"跟随npc完成任务坐标点(x,y,z)"	"多目标描述填写2，3，4目标"	"7日任务天(任务出现在第几天)"	"7日任务界面显示顺序"	"任务图片"	"任务可接描述（索引字典）"	"任务已完成描述（索引字典）"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"quest_id"	"namecolor"	"quest_name"	"quest_accept_level"	"quest_accept_level_max"	"quest_front_id"	"quest_chapter"	"quest_pro_limit"	"childRate"	"childQuests"	"quest_class"	"quest_type"	"quest_fun_type"	"quest_checktype"	"quest_is_discard"	"isDailyQuest"	"quest_manual_submit"	"dailyQuestCount"	"daily_quest_type"	"quest_accept_npcID"	"after_accept"	"quest_accept_npcName"	"quest_complete_npcID"	"after_complete"	"quest_complete_npcName"	"quest_accept_dialogID"	"quest_accept_sequenceID"	"quest_underway_dialogID"	"quest_complete_dialogID"	"quest_complete_sequenceID"	"questAcceptScreen"	"quest_underway_guide"	"quest_describeID"	"quest_guideID"	"quest_requirementID"	"markListId"	"quest_toaccept_traceID"	"quest_accepted_traceID"	"quest_completed_traceID"	"quest_dialog_npcID"	"quest_moster_crossing_id"	"quest_param_array"	"quest_param_cnt_array"	"quest_function_count"	"quest_function_nparam1"	"deduct_collect_item"	"quest_drop_monster"	"quest_drop_id"	"gather_object_id"	"quest_accept_crossing_uiID"	"quest_recommend_crossingID"	"quest_function_script"	"quest_reward_magicpoint"	"quest_reward_gold"	"quest_reward_silver"	"quest_reward_exp"	"quest_reward_repute"	"quest_reward_item1_id"	"quest_reward_item1_count"	"quest_reward_item2_id"	"quest_reward_item2_count"	"quest_reward_item3_id"	"quest_reward_item3_count"	"func_accel_taken"	"func_accel_done"	"func_accel_completed"	"deblocking_dungen_taken"	"deblocking_dungen_completed"	"finish_script"	"submit_script"	"utf8_name"	"loop_mark"	"novice"	"guide_sceneid"	"sweep_gold"	"follow_npc_map"	"follow_complet_point"	"target_describe_traceID"	"day7Day"	"day7Index"	"taskImg"	"acceptableStrID"	"doneStrID"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"int"	"string"	"string"	"int"	"int"	"int[]"	"int"	"int"	"int"	"int[]"	"int"	"int"	"int"	"int"	"bool"	"bool"	"bool"	"int"	"int"	"int"	"string"	"string"	"int"	"string"	"string"	"int"	"int"	"int"	"int"	"int"	"int"	"int"	"int"	"int"	"int"	"int"	"int"	"int"	"int"	"int"	"int"	"int[]"	"int[]"	"int"	"int"	"bool"	"int[]"	"int[]"	"int[]"	"int"	"int"	"string"	"int"	"int"	"int"	"int"	"int"	"int"	"int"	"int"	"int"	"int"	"int"	"int[]"	"int[]"	"int[]"	"int[]"	"int[]"	"string[]"	"string[]"	"string"	"int"	"int"	"int[]"	"int"	"int"	"float[]"	"int[]"	"int"	"int"	"string[]"	"int"	"int"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"cs"	"cl"	"csl"	"cs"	"cs"	"cs"	"c"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"csl"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"s"	"s"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"s"	"s"	"s"	"s"	"s"	"cs"	"cs"	"s"	"s"	"s"	"c"	"cs"	"s"	"s"	"c"	"c"	"c"	"c"	"cs"	"cs"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"3000"	"[FFCC00]【主线】[-]"	"困于方寸"	"1"	"0"	""	"0"	"0"	"0"	""	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	""	"自动"	"10300"	""	"王族"	"0"	"0"	"0"	"0"	"30002"	"30000"	"30008"	"30001"	"30002"	"30003"	"0"	"30004"	"30005"	"30006"	"0"	"0"	""	""	"0"	"0"	"1"	""	""	""	"0"	"0"	""	""	""	""	"1000000"	""	"100001"	"2000"	"100010"	"200"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"3001"	"[FFCC01]【主线】[-]"	"三十六岗"	"1"	"0"	"3000"	"0"	"0"	"0"	""	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	""	"自动"	"10301"	""	"王沈"	"0"	"0"	"0"	"0"	"30012"	"30010"	"30018"	"30011"	"30012"	"30013"	"0"	"30014"	"30015"	"30016"	"0"	"0"	""	""	"0"	"0"	"1"	""	""	""	"0"	"0"	""	""	""	""	"1000000"	""	"100001"	"2000"	"100010"	"200"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"3002"	"[FFCC02]【主线】[-]"	"劲敌来范"	"2"	"0"	"3001"	"0"	"0"	"0"	""	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	""	"自动"	"10303"	""	"北魏高手"	"0"	"0"	"0"	"15"	"30022"	"30020"	"30028"	"30021"	"30022"	"30023"	"0"	"30024"	"30025"	"30026"	"0"	"0"	""	""	"0"	"0"	"1"	""	""	""	"0"	"0"	""	""	""	""	"1250000"	""	"100001"	"2000"	"100010"	"200"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"3007"	"[FFCC07]【主线】[-]"	"可见天光"	"2"	"0"	"3002"	"0"	"0"	"0"	""	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	""	"自动"	"10307"	""	"绝望的村民"	"0"	"0"	"0"	"0"	"30072"	"30070"	"30078"	"30071"	"30072"	"30073"	"0"	"30074"	"30075"	"30076"	"0"	"0"	""	""	"0"	"0"	"1"	""	""	""	"0"	"0"	""	""	""	""	"1250000"	""	"100001"	"2000"	"100010"	"200"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"3008"	"[FFCC08]【主线】[-]"	"家破人亡"	"3"	"0"	"3007"	"0"	"0"	"0"	""	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	""	"自动"	"10308"	""	"绝望的村妇"	"0"	"0"	"0"	"0"	"30082"	"30080"	"30088"	"30081"	"30082"	"30083"	"0"	"30084"	"30085"	"30086"	"0"	"0"	""	""	"0"	"0"	"1"	""	""	""	"0"	"0"	""	""	""	""	"1500000"	""	"100001"	"2000"	"100010"	"200"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"3009"	"[FFCC09]【主线】[-]"	"以一当十"	"3"	"0"	"3008"	"0"	"0"	"0"	""	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	""	"自动"	"-1"	""	"自动"	"0"	"0"	"0"	"0"	"30092"	"30090"	"30098"	"30091"	"30092"	"30093"	"0"	"30094"	"30095"	"30096"	"0"	"0"	"10309"	"5"	"0"	"0"	"1"	""	""	""	"0"	"0"	""	""	""	""	"1500000"	""	"100001"	"2000"	"100010"	"200"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"3010"	"[FFCC10]【主线】[-]"	"北魏野心"	"4"	"0"	"3009"	"0"	"0"	"0"	""	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"-1"	""	"自动"	"10310"	""	"北魏官员"	"0"	"0"	"0"	"0"	"30102"	"30100"	"30108"	"30101"	"30102"	"30103"	"0"	"30104"	"30105"	"30106"	"0"	"0"	""	""	"0"	"0"	"1"	""	""	""	"0"	"0"	""	""	""	""	"1750000"	""	"100001"	"2000"	"100010"	"200"	"0"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
