"索引ID"	"数值"	""	""	""	""	""	""	
"id"	"value"	""	""	""	""	""	""	
"int"	"string"	""	""	""	""	""	""	
"cs"	"cs"	""	""	""	""	""	""	
"1"	"10000"	"英雄公共cd，单位毫秒"	""	""	""	""	""	
"2"	"9000"	"英雄召唤buff，aura_id"	""	""	""	""	""	
"3"	"5"	"聊天cd，单位秒"	""	""	""	""	""	
"4"	"1"	"聊天等级限制"	""	""	""	""	""	
"5"	"20"	"喇叭等级限制"	""	""	""	""	""	
"6"	"10"	"喇叭消耗元宝"	""	""	""	""	""	
"7"	"35"	"创建帮派等级"	""	""	""	""	""	
"8"	"35"	"申请帮派等级"	""	""	""	""	""	
"9"	"3"	"帮派不足3人会解散"	""	""	""	""	""	
"10"	"72"	"帮派不足人数72小时解散，单位小时"	""	""	""	""	""	
"11"	"10"	"最多申请帮派数"	""	""	""	""	""	
"12"	"100"	"帮派申请列表最多人数"	""	""	""	""	""	
"13"	"300"	"帮派招募CD，单位秒"	""	""	""	""	""	
"14"	"200"	"帮派日志最多保存200条"	""	""	""	""	""	
"15"	"2"	"帮主离线2天被弹劾"	""	""	""	""	""	
"16"	"0.8"	"脱离帮派贡献保留百分比"	""	""	""	""	""	
"17"	"15"	"邮件保留天数"	""	""	""	""	""	
"18"	"99"	"邮件存储上限"	""	""	""	""	""	
"19"	"50"	"创建帮派元宝数"	""	""	""	""	""	
"20"	"500000"	"创建帮派铜钱数"	""	""	""	""	""	
"21"	"3"	"帮派捐献每日可捐献次数"	""	""	""	""	""	
"22"	"60"	"帮派公告编辑CD，单位秒"	""	""	""	""	""	
"23"	"35"	"帮派贡献商店开放等级"	""	""	""	""	""	
"24"	"60"	"1v1等级要求"	""	""	""	""	""	
"25"	"60"	"3v3等级要求"	""	""	""	""	""	
"26"	"1"	"商店和回购开放等级"	""	""	""	""	""	
"27"	"20"	"添加好友等级限制"	""	""	""	""	""	
"28"	"1"	"竞技商店开放等级"	""	""	""	""	""	
"29"	"20"	"附近队伍->战力排序->上下浮动的比例"	""	""	""	""	""	
"30"	"1000001"	"华山论剑怪物起始ID"	""	""	""	""	""	
"31"	"1000"	"华山论剑怪物数量"	""	""	""	""	""	
"32"	"600"	"华山论剑挑战CD时间（秒）"	""	""	""	""	""	
"33"	"10"	"华山论剑挑战CD购买消耗元宝"	""	""	""	""	""	
"34"	"45"	"华山论剑商店开放等级"	""	""	""	""	""	
"35"	"200"	"迷宫第一层道具上限数量"	""	""	""	""	""	
"36"	"100"	"迷宫可传送第二层道具数量"	""	""	""	""	""	
"37"	"8000"	"襄阳守卫战"	""	""	""	""	""	
"38"	"1"	"襄阳守卫战开启的最小人数"	""	""	""	""	""	
"39"	"2"	"帮派战筛选每周二"	""	""	""	""	""	
"40"	"19"	"帮派战筛选19点"	""	""	""	""	""	
"41"	"60"	"环任务冷却时间"	""	""	""	""	""	
"42"	"1"	"秘籍技能第二格的开启等级"	""	""	""	""	""	
"43"	"1"	"秘籍技能第三格的开启等级"	""	""	""	""	""	
"44"	"804001"	"秘籍技能第二格所需的开启道具ID"	""	""	""	""	""	
"45"	"804002"	"秘籍技能第三格所需的开启道具ID"	""	""	""	""	""	
"46"	"10"	"元宝对应背包扩充符比例"	""	""	""	""	""	
"47"	"24"	"帮派人数不足延迟提醒时间，单位小时"	""	""	""	""	""	
"48"	"80"	"跨服战场商店开放等级"	""	""	""	""	""	
"49"	"100048"	"改名卡ID"	""	""	""	""	""	
"50"	"150"	"神器能量最大值"	""	""	""	""	""	
"51"	"30"	"小飞鞋可传送最小值"	""	""	""	""	""	
"52"	"3"	"每天护送次数"	""	""	""	""	""	
"53"	"600"	"护送目标最大距离（米）"	""	""	""	""	""	
"54"	"1"	"秘籍技能抽取权重--白"	""	""	""	""	""	
"55"	"5"	"秘籍技能抽取权重--绿"	""	""	""	""	""	
"56"	"20"	"秘籍技能抽取权重--蓝"	""	""	""	""	""	
"57"	"60"	"秘籍技能抽取权重--紫"	""	""	""	""	""	
"58"	"200"	"秘籍技能抽取权重--金"	""	""	""	""	""	
"59"	"500"	"秘籍技能抽取权重--橙"	""	""	""	""	""	
"60"	"1200"	"镖车存在时间(秒)"	""	""	""	""	""	
"61"	"5"	"资源找回天数最大值（天）"	""	""	""	""	""	
"62"	"12,13,14,15"	"强化到该星级有全服公告"	""	""	""	""	""	
"63"	"150"	"距离目标多远弹出小飞鞋提示界面"	""	""	""	""	""	
"64"	"3510"	"打坐界面提升收益关联字典"	""	""	""	""	""	
"65"	"1002"	"篝火狂欢使用的地图"	""	""	""	""	""	
"66"	"322"	"篝火狂欢X最大（活动区域4个点中）"	""	""	""	""	""	
"67"	"226"	"篝火狂欢X最小（活动区域4个点中）"	""	""	""	""	""	
"68"	"495.4"	"篝火狂欢Z最大（活动区域4个点中）"	""	""	""	""	""	
"69"	"431.2"	"篝火狂欢Z最小（活动区域4个点中）"	""	""	""	""	""	
"70"	"5"	"篝火狂欢活动中发放经验间隔"	""	""	""	""	""	
"71"	"300"	"篝火狂欢活动中发放道具间隔"	""	""	""	""	""	
"72"	"135000"	"篝火狂欢活动发奖公告ID"	""	""	""	""	""	
"73"	""	"篝火狂欢目标点坐标--废弃"	""	""	""	""	""	
"74"	"18:00:00"	"篝火狂欢开启时间"	""	""	""	""	""	
"75"	"18:30:00"	"篝火狂欢结束时间"	""	""	""	""	""	
"76"	"409"	"篝火狂欢关联消息球"	""	""	""	""	""	
"77"	"1"	"跨服副本自动进入时间（分）"	""	""	""	""	""	
"78"	"0"	"摇钱树铜币产量等级系数"	""	""	""	""	""	
"79"	"800"	"摇钱树铜币产量固定值"	""	""	""	""	""	
"80"	"500"	"摇钱树铜币储量等级系数"	""	""	""	""	""	
"81"	"120000"	"摇钱树铜币储量固定值"	""	""	""	""	""	
"82"	"10"	"金钱露增加产量值"	""	""	""	""	""	
"83"	"2000"	"玄铁砂增加储量值"	""	""	""	""	""	
"84"	"0.06"	"佣兵属性给主角的比例"	""	""	""	""	""	
"85"	"0.6"	"主角属性给佣兵的比例"	""	""	""	""	""	
"86"	"43501"	"帮派-试炼秘境-界面展示怪物id"	""	""	""	""	""	
"87"	"5"	"帮派-试炼秘境-界面展示怪物摄像机缩放"	""	""	""	""	""	
"88"	"-2.5"	"帮派-试炼秘境-界面展示怪物摄像机上下位移"	""	""	""	""	""	
"89"	"0.005"	"佣兵后台回血速度（百分比/秒）"	""	""	""	""	""	
"90"	"30"	"备战位更改CD"	""	""	""	""	""	
"91"	"30"	"家园随机商店刷新最大次数"	""	""	""	""	""	
"92"	"9:00:00,12:00:00,16:00:00,21:00:00"	"随机商店系统刷新"	""	""	""	""	""	
"93"	"20"	"侍从最低召唤血量百分比，程序除100"	""	""	""	""	""	
"94"	""	""	""	""	""	""	""	
"95"	"20,30,40"	"英雄卡牌技能开放等级"	""	""	""	""	""	
"96"	"0,100,200"	"挑战-英雄挑战重置次数/重置消耗"	""	""	""	""	""	
"97"	"0,100,200"	"挑战-群雄挑战重置次数/重置消耗"	""	""	""	""	""	
"98"	"20"	"梦境时长控制（分钟）"	""	""	""	""	""	
"99"	"pic_chenghao_png,shibing"	"古墓活动-士兵"	""	""	""	""	""	
"100"	"pic_chenghao_png,baifuchang"	"古墓活动-百夫长"	""	""	""	""	""	
"101"	"pic_chenghao_png,xiaowei"	"古墓活动-校尉"	""	""	""	""	""	
"102"	"pic_chenghao_png,dutong"	"古墓活动-都统"	""	""	""	""	""	
"103"	"pic_chenghao_png,dajiangjun"	"古墓活动-大将军"	""	""	""	""	""	
"104"	"800000000"	"大于200000经验，才从人物头顶冒经验特效到经验条"	""	""	""	""	""	
"105"	"30"	"30S后自动创角"	""	""	""	""	""	
"106"	"0,100,200"	"挑战-生存挑战重置次数/重置消耗"	""	""	""	""	""	
"107"	"800000000"	"铜币飞入特效数值卡点"	""	""	""	""	""	
"108"	"800000000"	"绑元飞入特效数值卡点"	""	""	""	""	""	
"109"	"800000000"	"元宝飞入特效数值卡点"	""	""	""	""	""	
"110"	"7000"	"挑战BOSS副本ID，唯一，服务器脚本调用，这里改了scene表也需要改"	""	""	""	""	""	
"111"	"2"	"单人挑战boss绿色品质怪物刷新时长,这里的数值改，对应界面的图片文字也要改"	""	""	""	""	""	
"112"	"4"	"单人挑战boss蓝色品质怪物刷新时长,这里的数值改，对应界面的图片文字也要改"	""	""	""	""	""	
"113"	"8"	"单人挑战boss紫色品质怪物刷新时长,这里的数值改，对应界面的图片文字也要改"	""	""	""	""	""	
"114"	"12"	"单人挑战boss金色品质怪物刷新时长,这里的数值改，对应界面的图片文字也要改"	""	""	""	""	""	
"115"	"20"	"进入1V1战神系统加的数值"	""	""	""	""	""	
"116"	"30"	"进入3V3战神系统加的数值"	""	""	""	""	""	
"117"	"50"	"进入15V15战神系统加的数值"	""	""	""	""	""	
"118"	"100"	"进入跨服帮派战战神系统加的数值"	""	""	""	""	""	
"119"	"60"	"钓鱼读条倒计时时长（分钟）"	""	""	""	""	""	
"120"	"1"	"1元宝能兑换的绑元数量"	""	""	""	""	""	
"121"	"100"	"绑元单次最小兑换数量"	""	""	""	""	""	
"122"	"2"	"新功能标签页/新技能开启，提醒栏持续时间"	""	""	""	""	""	
"123"	"3"	"主界面置顶位置活动消息刷新间隔单位是秒"	""	""	""	""	""	
"124"	"1002"	"运镖护送按钮在那些地图显示"	""	""	""	""	""	
